,index,clean,topic_number,lda_score,topic_top_words
1356,1356,welcome home to sdguardûªs numbernd transportation company on behalf of all south dakotans thanks for all you do to keep america safe,9,0.6230342984199524,great forward number make today read your state take that
1357,1357,in an arena filled w attacks amp political destruction its refreshing for sens from the left amp right to join forces for justice passmjia,3,0.509187638759613,number that today obamacare obama join right school president your
1358,1358,rt visitthecapitol today we remember dr martin luther king jr on the anniversary of his passing april number number mlk httptcovnumberzfcû,3,0.8199771642684937,number that today obamacare obama join right school president your
1359,1359,a fond and loving farewell to the numberth district thanks for your continued support partnerships and public service httptcosenzedby,0,0.819972813129425,watch support your number town talk thank check that protect
1360,1360,thevaliumsofa it was the right thing to do,3,0.6999899744987488,number that today obamacare obama join right school president your
1361,1361,we must keep the economy strong create good new jobs and give the poor a path out of poverty sotu middleclass,2,0.8874651789665222,bill today week congress number country plan that news border
1362,1362,checking out the inventory at mickey thompson tire httptcoginumberjoqnumberbx,5,0.5499981641769409,time week today that staff state meet community visit year
1363,1363,back at work in dc just met with matt brown from danville and prairie health systems on drug courts httptcojgzqxykcml,1,0.5774175524711609,great that time obamacare number today health student american find
1364,1364,i introduced a resolution in the house today in recognition of smallbusinessweek shoplocal httptcostnqtrmrnumberx,8,0.5498824715614319,today help president great good obama live health work research
1365,1365,tbt to when i led the adoption of las first mandatory spay and neuter law throughout my career ive httptconumbervjicbispnumber,7,0.7749698162078857,number that last health help your america today first would
1366,1366,acaworks more than numberk wisconsinites have signed up for coverage through the httptmarketplace getcovered,0,0.5499694347381592,watch support your number town talk thank check that protect
1367,1367,v disappointed senate blocked student loan affordability act to prevent student loan interest rates fr doubling on number dontdoubletheirrates,9,0.8874826431274414,great forward number make today read your state take that
1368,1368,hope youûªll read amp rt latest oped in usatoday ten critical priorities for the congress httptcoxdsdgushbv,6,0.7749479413032532,your care american today access best read health that give
1369,1369,my staffs at conventionla giving info to seniors at councilman prices seniors celebrating life social luncheon httptcougadwqkjnumbera,0,0.699986457824707,watch support your number town talk thank check that protect
1370,1370,iûªm proud to stand with president obama in las vegas nv while he speaks on his immigrationaction the timeisnow,8,0.7749756574630737,today help president great good obama live health work research
1371,1371,a member of my staff is holding mobile office hours today in lawrenceburg at the anderson cty judge exec offcnumber s main st number,3,0.5099223256111145,number that today obamacare obama join right school president your
1372,1372,a special thanks to tscwny americorps member london lee who shared what it means to be in the able prgm and the impact on students,1,0.7749693989753723,great that time obamacare number today health student american find
1373,1373,i am excited and honored to accept the humane champion award from the humanesociety today for my support of animal protection legislation,2,0.5861480832099915,bill today week congress number country plan that news border
1374,1374,edward snowden a meaningful factbased debate is critical as congress works to reform the nsa to protect privacy httptcolgclfenumberikn,0,0.7749289274215698,watch support your number town talk thank check that protect
1375,1375,at issue is something that strikes at the very heart of who we are what we believe amp what we have always stood for httptcoabyvnumberanumberpnumbere,3,0.6999710202217102,number that today obamacare obama join right school president your
1376,1376,univmiami faceoff biggest rivals floridastate seminoles impt game of the week as canefam will b rooting number theu number beatfsu gocanes,3,0.8499548435211182,number that today obamacare obama join right school president your
1377,1377,just taped an interview w tjdelsanto about a report on the ongoing effects of climate change watch wpri at numbernumberpm for more,0,0.6999662518501282,watch support your number town talk thank check that protect
1378,1378,happy numberth anniversary to aunt dor and uncle bill httptcoebednumberxelcx,2,0.5499857068061829,bill today week congress number country plan that news border
1379,1379,today army csm bennie adkins amp spc four donald sloat receive the medalofhonor may god bless them for their service httptcoeuhgozlmbk,1,0.8199559450149536,great that time obamacare number today health student american find
1380,1380,rt jimwallis important piece on massincarceration amp redeem by my colleague lisasharper for sojourners httptconumberbtnumbercoppnp corybooû,0,0.10000000149011612,watch support your number town talk thank check that protect
1381,1381,gop blocking budget conference boggles my mind mt senatedems republicans wanted to pass budget thru regular order httptconumberrjaenknumberbc,9,0.8199843168258667,great forward number make today read your state take that
1382,1382,you can read my full statement on the passage of the border security supplemental here httpstcounumberxbhjnumberhnumber bordercrisis,9,0.47241637110710144,great forward number make today read your state take that
1383,1383,cantwellpress please do the right thing and pass the house cr dont let senator reid shut down the govt over obamacare senatemustact,3,0.8874782919883728,number that today obamacare obama join right school president your
1384,1384,countdown number numberdays randolph county stop by wvs oldest festival the mountain state forest festival httptcojxnumbergbgchz tourism,7,0.8199502229690552,number that last health help your america today first would
1385,1385,were just number days until umichfootball kickoff are you ready goblue httpt,7,0.5499524474143982,number that last health help your america today first would
1386,1386,icymi the recordcourier caught up with me at the randolph senior center yesterday read the story here httptcolzrsnbczgk,2,0.7749732732772827,bill today week congress number country plan that news border
1387,1387,project to turn robert moses pkwy into olmstedian riverway supported by nys amp over numberm in fed funds httptconumbermersnumberdqbq,6,0.6999920010566711,your care american today access best read health that give
1388,1388,the president is not a king this is a constitutional republic not a dictatorship the president cannot void laws he doesnt want to follow,3,0.8499636054039001,number that today obamacare obama join right school president your
1389,1389,introduced bill to extend rampd tax credit httptconknumberedylbss big econ bnfts httptcoxnumberovtgenumberpn via bradplumer in washingtonpost,2,0.4827044904232025,bill today week congress number country plan that news border
1390,1390,today the house voted to ensure that our heroes will never again end up on a secret waiting list pjnet va httptcohnumbercnumberqmbck,1,0.8499626517295837,great that time obamacare number today health student american find
1391,1391,headed to scottsdale for event honoring marshall trimble our wonderful arizona state historian,4,0.7749508619308472,work today they that number great would congress back must
1392,1392,as national police week comes to a close i want to extend my thanks to our national amp local ohnumber law enforcement officers for all you do,2,0.8714063763618469,bill today week congress number country plan that news border
1393,1393,miss me on wsvn last night w blakeburman watch my comments on the reopening of the government here httpt,0,0.512188196182251,watch support your number town talk thank check that protect
1394,1394,midwestsarabeth sounds like hes one tough player sure hed teach the kids well,4,0.666511595249176,work today they that number great would congress back must
1395,1395,tonight on cspan you can watch govpencein give his first state of the state address live at numberpm et httptcojtcnumberdrnumberj,9,0.48209190368652344,great forward number make today read your state take that
1396,1396,howardmatis where do you say that numberfigure comes from if u dont know or do not know amp if u do its claim is obviously bogus,1,0.5309858322143555,great that time obamacare number today health student american find
1397,1397,jennmurch thanks for the kind feedback,0,0.5499886870384216,watch support your number town talk thank check that protect
1398,1398,good turnout at this mornings townhall hinesvah on vets concerns im here to listen to my fellow vets and raise my concerns,8,0.5499410033226013,today help president great good obama live health work research
1399,1399,spoke w kusinews re my telemedicine bill for vets amp service members san diegoûªs innovation econ leading way httptcofdsxnumberoeif,2,0.5499847531318665,bill today week congress number country plan that news border
1400,1400,across canumber innovators are starting new ventures iûªm proud to stand with them on national entrepreneursday,4,0.699948251247406,work today they that number great would congress back must
1401,1401,still waiting on potus coequalbranches,9,0.5499193072319031,great forward number make today read your state take that
1402,1402,baltimore county md health back to school free immunizations httptcowibcnrignumberz,3,0.84995436668396,number that today obamacare obama join right school president your
1403,1403,gop is zero for number on attempts to repeal obamacare rt if you want congress to stop wasting time amp focus on jobs httptconumberlsvnumbervsblx,7,0.47944343090057373,number that last health help your america today first would
1404,1404,gianezmusic my pleasure honored to represent keywest,0,0.10000000149011612,watch support your number town talk thank check that protect
1405,1405,tobinwilliamson appreciate the feedback,0,0.10000000149011612,watch support your number town talk thank check that protect
1406,1406,today i participated in an eccures roundtable to talk personalized medicine httptcojyjinumberlrsxb,8,0.45376765727996826,today help president great good obama live health work research
1407,1407,boko harams abduction of more than girls in nigeria is horrific and we demand and pray for their safe release bringbackourgirls,7,0.6999719142913818,number that last health help your america today first would
1408,1408,read judy grosss appeal for release of her husband alan in usatoday bringalanhome ûò httptjcrcgw,9,0.5499330759048462,great forward number make today read your state take that
1409,1409,please check out my latest enewsletter httptcoszsoanumbergf txnumber,0,0.5499891638755798,watch support your number town talk thank check that protect
1410,1410,so carney believes a wage gap is ok at the white house as long as its better than the national average httptcosonumberxtrwdnumberq,4,0.8199712634086609,work today they that number great would congress back must
1411,1411,another state experiencing obamacare rate shock individual insurance rates rising to percent httpt,1,0.8199732899665833,great that time obamacare number today health student american find
1412,1412,emily and i are deeply saddened by the passing of our longtime friend major owens,1,0.699978232383728,great that time obamacare number today health student american find
1413,1413,today we passed hr number reducing the federal footprint in education amp restoring local control to support teachers amp empower parents,3,0.8499548435211182,number that today obamacare obama join right school president your
1414,1414,tbt to when i joined repjohnlewis amp actor activist ijessewilliams at whitehouse for launch of mybrotherskeeper httptcojtedonumberlyzk,0,0.10000000149011612,watch support your number town talk thank check that protect
1415,1415,im a no vote for the authorization of military force in syria read why here httptcoxqqdxmxmge,8,0.4563809335231781,today help president great good obama live health work research
1416,1416,no child should be held back due to zip codes proud to support quality amp choice in education this charterschoolweek httptcouecmbnumberkhnumber,0,0.8499672412872314,watch support your number town talk thank check that protect
1417,1417,finding a path to numberst century cures gt httptdont miss my oped with repdianadegette via huffpostpol pathnumbercures,0,0.6999631524085999,watch support your number town talk thank check that protect
1418,1418,potus needs to tell his doe to expedite the existing lng permit process amp set firm deadlines for doe to act on all pending applications,8,0.7749922871589661,today help president great good obama live health work research
1419,1419,the house of representatives will spend number less on its own operations this year than it did three years httpstcoflzkexutgi,7,0.819953441619873,number that last health help your america today first would
1420,1420,voted for blue crabs in the usa today and bests contest for the us city with the most iconic food httptcoqlnumberypgsauo,8,0.6999617218971252,today help president great good obama live health work research
1421,1421,approps committee approves the fynumber leg branch approps bill reducing house office budgets by numbernumber since httptcofkgoqvduhr,3,0.7749660015106201,number that today obamacare obama join right school president your
1422,1422,rt unlvathletics great photo of coach tark with his statue from this afternoon unlvmbb httptcohsotynumberjbsnumber,1,0.36820730566978455,great that time obamacare number today health student american find
1423,1423,me uno a todos en pr en pro de la liberacion de oscar lopez seguiremos haciendole esa peticion a la casa blanca noticel voceropr,0,0.10000000149011612,watch support your number town talk thank check that protect
1424,1424,ûïjslconsulting ff for national baldisbeautiful daydont mess with texas gt repkevinbrady replouiegohmert tcotû number great texans,1,0.6999015212059021,great that time obamacare number today health student american find
1425,1425,watch the cyber bill rollout live at number pm httptcoenumberkhnumberqr,0,0.6382673978805542,watch support your number town talk thank check that protect
1426,1426,spent quality time with our next potus on tv officialjld to talk life as women leaders httptcolxirnnumberugcw httpt,1,0.5118380784988403,great that time obamacare number today health student american find
1427,1427,more explosive revelations about nsa spying in wsj when is enough enough httptcoinumberiephdshf,1,0.6999842524528503,great that time obamacare number today health student american find
1428,1428,nolabelsorg problem solvers line in upper senate park before the big announcement httptconumberkltrcgbbj,0,0.7749494314193726,watch support your number town talk thank check that protect
1429,1429,proud to support bill in house to provide aid to sandy victims natural disaster relief should never fall victim to partisan politics,0,0.5407612919807434,watch support your number town talk thank check that protect
1430,1430,icymi bipartisan jobs training bill has potential via saukvalley httptcofovvkanumbervvnumber cc repjoekennedy rodneydavis repjaredpolis,2,0.6999412178993225,bill today week congress number country plan that news border
1431,1431,rt phillipslytle check out the latest progress on our new location canalsidebflo httpt,0,0.5499891638755798,watch support your number town talk thank check that protect
1432,1432,chrislhayesåêlooking forward to joining you tonight on allinwithchris to talk msnbc,9,0.41948795318603516,great forward number make today read your state take that
1433,1433,inspiring thedailyshow interview wfawzia koofi author amp afghanistans numberst female parliament spkr httptcobganumberrnnumberi offthesidelines,1,0.5499958992004395,great that time obamacare number today health student american find
1434,1434,rep griffithûªs staff will be holding office hours tomorrow number in marion covington new castle amp bristol httptcojfnumberddfxeho,7,0.6999486088752747,number that last health help your america today first would
1435,1435,how hard is it to pay rent on the minimum wage in mn find out from httptconumberosinumberefxph,4,0.8199788928031921,work today they that number great would congress back must
1436,1436,watched the police video of reese witherspoons arrest i think i just lost number iq points and not sure i had them to spare thanks cnn,1,0.8714085221290588,great that time obamacare number today health student american find
1437,1437,timscotthr great name btw,9,0.699944019317627,great forward number make today read your state take that
1438,1438,were urging pres obama to help savesaeed httpthttptconumberqsaxmfwrd congressmangt congculberson,8,0.6999680995941162,today help president great good obama live health work research
1439,1439,congrats to olympia williamson air national guard outstanding guard of the year were so proud and grateful nationalguard,5,0.7749853134155273,time week today that staff state meet community visit year
1440,1440,governmenttogo need help with a federal agency a caseworker from my office will be at mlk library tomorrow number numberpm dcpl nortongnumberg,7,0.8199748396873474,number that last health help your america today first would
1441,1441,jackson needs strong competent leadership ive taken a good look at each of the candidates and have decided who i am supporting,3,0.8499671816825867,number that today obamacare obama join right school president your
1442,1442,icymi ûïappreciation for our small businessesû via thehill by smallbizgop chairman graves httptcollvpnumberfanumberbh nsbw smallbiz,3,0.5499553084373474,number that today obamacare obama join right school president your
1443,1443,epa grants making rehabbing and revitalizing mills a reality in ludlow and lee httptconumberhfipxwsqf,0,0.10000000149011612,watch support your number town talk thank check that protect
1444,1444,alandappnumber it was great to meet yall go hogs,5,0.699927031993866,time week today that staff state meet community visit year
1445,1445,wthrcom i took the bluepledge and am headed out to a few indy neighborhoods for tonights nightoutagainstcrime,6,0.5499750375747681,your care american today access best read health that give
1446,1446,humbled by the opportunity to continue leading edworkforce next congress and working to address the significant challenges we face,8,0.8199491500854492,today help president great good obama live health work research
1447,1447,great discussing small business issues today with members of the azrestassn werrestaurants httptconumberktuseaylr,3,0.7749271988868713,number that today obamacare obama join right school president your
1448,1448,archbishopyoung god bless you too,0,0.10000000149011612,watch support your number town talk thank check that protect
1449,1449,the gopshutdown is hitting home for johnboehner amp its not good hoping he watches this amp finally calls a vote ûógt httptcodcwrwmvnumbermm,8,0.4948117136955261,today help president great good obama live health work research
1450,1450,number facts about one terrible government program httptdailysignal,3,0.6999278664588928,number that today obamacare obama join right school president your
1451,1451,touring the ball manufacturing plant in conroe made me a little thirsty for some reason httptcolxxngykxlnumber,5,0.5249567031860352,time week today that staff state meet community visit year
1452,1452,us delegation here in ukraine will hold press conference in about an hour to discuss our visit livestream httpstcodsnumberhmuwz,7,0.8199601173400879,number that last health help your america today first would
1453,1453,today im saluting the queenofking jeanenersenknumber for covering the news in our area for number years,7,0.819948673248291,number that last health help your america today first would
1454,1454,i agree w demand an end to media blackout on kermit gosnell trial httptcoylzjjewzyl prolife abortion,8,0.6999840140342712,today help president great good obama live health work research
1455,1455,saturday i attended the demobilization ceremony for two returning natl guard units who were deployed overseas thank you and welcome home,0,0.7749788761138916,watch support your number town talk thank check that protect
1456,1456,be a voter come out this saturday and cast your ballot for billcassidy votecassidy httptcocnrarpnumberdze httptcojnumberhwpvanp,9,0.8499868512153625,great forward number make today read your state take that
1457,1457,had the opportunity to speak to the employees at valu merchandisers in fort scott right before my tour thanks all httptconkvnnumberconumberas,3,0.7749783992767334,number that today obamacare obama join right school president your
1458,1458,the faa explained they had not been consulted on the airport commission legislation more httptcohrdtpdpocq,4,0.7749842405319214,work today they that number great would congress back must
1459,1459,icymi read theolympian editorial on my new commute act httptcoyegnumbergadzcd,6,0.5499231815338135,your care american today access best read health that give
1460,1460,i accepted the als icebucketchallenge amp i nominate dekecopenhaver hardiedavis repsinema amp repmurphyfl watch httptcokusawrnumbermyp,0,0.5499773621559143,watch support your number town talk thank check that protect
1461,1461,so what dr lynch is saying is that the deptvetaffairs has the wrong goals lameexcuses httptconumberinmtfnwnumbera,0,0.6999081373214722,watch support your number town talk thank check that protect
1462,1462,heading back to dc for some of the coldest weather on record winter backtosession polarvortex,6,0.6999247074127197,your care american today access best read health that give
1463,1463,great discussion today in vincennes on how we can best address workforce development here in s indiana httptcoyewfbhvrhs,4,0.871403694152832,work today they that number great would congress back must
1464,1464,let me say to the nsa there is no threat to america when i talk to my mother mindyourownbusinessnsa httpstcomrfnumberhtwlgs,0,0.8199678659439087,watch support your number town talk thank check that protect
1465,1465,reagan number mr gorbachev tear down this wall he didnt but the people did number years later number years ago today and that was a good thing,7,0.5124008655548096,number that last health help your america today first would
1466,1466,met w the art teacher ms deirdre daniel at winter haven high to share info about the congressional art competition httptconumberakxbiwnoo,6,0.8199699521064758,your care american today access best read health that give
1467,1467,abcnews on the efforts underway at the us afacademy to change the culture amp root out sexual assault perpetrators httptcozudhjflnumberni,8,0.6999728679656982,today help president great good obama live health work research
1468,1468,we will also be taking questions for our forum from twitter tweet your syria question for rep lynch using the hashtag lynchsyriatownhall,7,0.42152929306030273,number that last health help your america today first would
1469,1469,had a good meeting at kaiser aircraft this week to discuss preserving jobs and bringing more aerospace work to birmingham,5,0.5138213038444519,time week today that staff state meet community visit year
1470,1470,thanks to cincybuilders for hosting me today to discuss the housing market and growing the economy numberjobs httptconumberhietwfnumberus,8,0.6999699473381042,today help president great good obama live health work research
1471,1471,yet another democrat joins me in bipartisan agreement obamacare will hurt small business httptcoxnumberdkgnumberipnumber,3,0.4345977008342743,number that today obamacare obama join right school president your
1472,1472,next wed ill be introducing a bill to improve healthequity i spoke about heaa to hill staff today httpt,2,0.6257206201553345,bill today week congress number country plan that news border
1473,1473,congrats to emma joy galvin on receiving angels in adoption award for her work to improve the lives of children httptcofswsnumberhrvnumbern,4,0.5499753952026367,work today they that number great would congress back must
1474,1474,im hosting a townhall meeting in rock hill next week novnumber number pmbaxter hood ctr york technumber s anderson rd rt sctweets,5,0.5213354229927063,time week today that staff state meet community visit year
1475,1475,held telephone town hall on womenûªs health last night ûò thanks acognews amp ppmarmonte for taking part cc ppact httptconumbergrsyrbnumberdn,7,0.8499744534492493,number that last health help your america today first would
1476,1476,enjoyed visiting with aipac members from mississippi today about the importance of the usisrael relationship httptconumberewzvhfnumberid,8,0.5498853921890259,today help president great good obama live health work research
1477,1477,a sure sign that summer is just around the corner mount washington makes its first cruise of the season httptcoqepdwbedku,9,0.5965737700462341,great forward number make today read your state take that
1478,1478,stay warm today northeast wisconsin,9,0.45971933007240295,great forward number make today read your state take that
1479,1479,congrats to the eastern hs lady eaglesthe number div iv ohsaa girls basketball champsway to make meigs co proud httpstcorrkyxtucnk,9,0.6999198198318481,great forward number make today read your state take that
1480,1480,washingtonpost fact checker shoots down whitehouse notion of smear campaign httptcorrzkuifgco tcot demandanswers benghazi,9,0.6999731659889221,great forward number make today read your state take that
1481,1481,thanks for having me rt peruhighschool repwalorski did a fantastic job amp is welcome back anytime httptconumberwbdioqfnumbero,4,0.5499610304832458,work today they that number great would congress back must
1482,1482,i will join my colleagues on the steps of the capitol this morning in honor of the twelfth observation of septnumber neverforgetnumber,3,0.40100112557411194,number that today obamacare obama join right school president your
1483,1483,i posted number photos on facebook in the album httptconumberanumberaowwqqw,7,0.5499511957168579,number that last health help your america today first would
1484,1484,senateag showcase features biobased industry leaders happy to welcome springdales biobased technologies httpt,0,0.5499680042266846,watch support your number town talk thank check that protect
1485,1485,icymi my statement on the iranian elections in hfacrepublicans subcommittee hearing today httptcoammjfrxnumberanumber,8,0.5498892068862915,today help president great good obama live health work research
1486,1486,gop attempts to take away fehbp for federal employees is nothing but a cynical political stunt httptcoluchbwxnumberdn,9,0.6999812126159668,great forward number make today read your state take that
1487,1487,some good news for glenn county with new lowinterest loan from usda for new medical center httptcobnumberghpnumbergl,2,0.8713961839675903,bill today week congress number country plan that news border
1488,1488,reading is critical thats why i spent time with reading partners and students yesterday they recruit volunteer tutors for number on number work,1,0.46846967935562134,great that time obamacare number today health student american find
1489,1489,with old friends maria amp bill bribriesco last night in davenport mariabribriesco scottcodems iowademocrats httptconumberomrdbkilw,2,0.6999726891517639,bill today week congress number country plan that news border
1490,1490,numbernumbernumber american households on food stamps in march a new record high,6,0.6138611435890198,your care american today access best read health that give
1491,1491,hanging out in studio at litenumber this morning wbill and shelley rva clear channel richmond httptconumberdfxoiiuez,9,0.5499799847602844,great forward number make today read your state take that
1492,1492,fema workers in co furloughed shutdown harming critical coflood recovery efforts amp must end now enoughalready lethousevote,4,0.5499416589736938,work today they that number great would congress back must
1493,1493,rt waysandmeansgop icymi camp talked with teamcavuto about the irs continuing to target tea party groups httptcotinumberranumberzxr,1,0.5499921441078186,great that time obamacare number today health student american find
1494,1494,goodpaying jobs and more opportunities are the foundations to help build better lives for all americans wherearethejobs mr president,8,0.8199862837791443,today help president great good obama live health work research
1495,1495,danced up a storm at the bell gardens senior center senior prom httptcolglnumberaicnumber,2,0.7749904990196228,bill today week congress number country plan that news border
1496,1496,all az is heartbroken tonight over loss of life in yarnellfire joyce and i are praying for yavapaicounty amp families of numberst responders,0,0.39526233077049255,watch support your number town talk thank check that protect
1497,1497,laurenbayly kkllddbb my pleasure please let me know if theres anything else i can do to help,8,0.6998986601829529,today help president great good obama live health work research
1498,1498,yesterday in number the stamp act was passed taxes are necessary excessive taxes restrict economic growth amp liberty httptcondnumbertvxnnumbercz,8,0.8199232220649719,today help president great good obama live health work research
1499,1499,number tests for isis strategy number stay out of the syrian civil war this could badly backfire on us if we get it wrong,3,0.8874713778495789,number that today obamacare obama join right school president your
1500,1500,applaud faanews amp auvsi raising awareness of unmanned aerial hobbyists of whenwhere can amp cannot fly knowbnumberufly httpstcolifaynumberkdzn,0,0.10000000149011612,watch support your number town talk thank check that protect
1501,1501,speaking on the house floor tonight to honor my friend amp mentor johndingell who became the longest serving member of congress this month,1,0.8499767780303955,great that time obamacare number today health student american find
1502,1502,families in bucks and montgomery county know there is no such thing as a free lunch httptcoknumbervgnzaasx,3,0.849975049495697,number that today obamacare obama join right school president your
1503,1503,over the weekend the house unanimously voted to approve backpay for furloughed workers httptcokdnumberjnumberccnumberc,0,0.10000000149011612,watch support your number town talk thank check that protect
1504,1504,rt speakerboehner years ago today abraham lincoln sparked a new birth of freedom w his gettysburgaddress httptcogxqgnumbergnumbermit,5,0.6999256610870361,time week today that staff state meet community visit year
1505,1505,to them and to you i say happy earth day,4,0.5499977469444275,work today they that number great would congress back must
1506,1506,to ease travel delays ive introd bill that wld reinstate airtraffic controllers by ending tax break for corp jets httptcoyxohxqexft,5,0.5369647741317749,time week today that staff state meet community visit year
1507,1507,praising my way through thanks to chorus christian faith assembly church in charlotteabout to speak httptconumberzrbjeninb,9,0.6999818682670593,great forward number make today read your state take that
1508,1508,june is great outdoors month and there is no better state to experience the outdoors than california httptcopyrwtgvnumberf,4,0.5545260906219482,work today they that number great would congress back must
1509,1509,listen to my full interview with wgbh radio here httptcoxhapevunumberit,9,0.6999717354774475,great forward number make today read your state take that
1510,1510,come enjoy the exceptional artwork of our local young artists httptcoxvkntxgekh httpt,1,0.7749745845794678,great that time obamacare number today health student american find
1511,1511,ûïcosponsored bipartisan sportsmenûªs bill to make public lands more accessible amp increase rec use on public lands ogh httptcopnumberqxyjzyunumber,3,0.8499592542648315,number that today obamacare obama join right school president your
1512,1512,the postandcourier says the irs case is not closed in their editorial rising evidence against irs httptcosyzonumberrnumberge,0,0.5499539971351624,watch support your number town talk thank check that protect
1513,1513,icymi my oped via eagletrib ûò real people real consequences of not renewui httptcotjnmvnudnumber,6,0.699974775314331,your care american today access best read health that give
1514,1514,vean domingo p oir sobre mi viaje a israel disidentes cubanos y enlace de norcorea y cuba en michaelputney show,2,0.6999800801277161,bill today week congress number country plan that news border
1515,1515,we must ensure that iflymia has all ebola preparedness measures in place number prevent a future health crisis httptcontkonuzbmnumber,7,0.8874766826629639,number that last health help your america today first would
1516,1516,randy black takes break from decorating the white house to join us in the clear lake parade numberthofjuly iowavalues httptcojyqimonumberfv,6,0.36734244227409363,your care american today access best read health that give
1517,1517,ty amp keep fighting mt cecilerichards sending a special happy valentines wish to franklautenberg a lifelong champion for women amp girls,2,0.69992995262146,bill today week congress number country plan that news border
1518,1518,reading a book to kindergartners today at me pearson elementary in kck was a joyhttpstconmqzejkoanumber,3,0.6999630928039551,number that today obamacare obama join right school president your
1519,1519,rt jbohenreports fitzpatrick house pass û÷for vets actûª httptcochanmmaynumberq,9,0.5499797463417053,great forward number make today read your state take that
1520,1520,town hall tonight at the priceville city hall at number pm hope yall will come out and join the discussion httptcosakxkbmyus,3,0.4343802034854889,number that today obamacare obama join right school president your
1521,1521,rt gretchencarlson he predicted current obamacare debacle in proposed bill to prevent it all dems voted no senatorenzi rwy jû,3,0.5063759088516235,number that today obamacare obama join right school president your
1522,1522,johnny matheny of red house showing me the latest darpa prosthetics which will help injured servicemembers httptconwnumberadbsbqy,8,0.5499532222747803,today help president great good obama live health work research
1523,1523,jordan is a great friend ally of us in mideast pleased number support resolution recognizing our important partnership number peace security,4,0.5397831797599792,work today they that number great would congress back must
1524,1524,icymi wolf highlights cjs provisions in omnibus httpt,0,0.10000000149011612,watch support your number town talk thank check that protect
1525,1525,hosting roundtable in manchester this am w nh business owners to discuss my ongoing efforts to stop onlinesalestax,1,0.5499317049980164,great that time obamacare number today health student american find
1526,1526,icymi lawmakers push epa to rescind water regulationû via thehill httptcoevjptvrinumbere,2,0.6999514698982239,bill today week congress number country plan that news border
1527,1527,had a blast speaking to members of cub scout pack number in sellersville this week about our nations history and httptconmgvgnumberiecnumber,7,0.38295888900756836,number that last health help your america today first would
1528,1528,fact states that raised the minimum wage saw higher job growth than states that did not httptcogzxkjwrnumberqq raisethewage,0,0.6492985486984253,watch support your number town talk thank check that protect
1529,1529,icymi daily progress hurt staffers available for constituent issues in madison on friday httptcoltjgrwgygh,0,0.10000000149011612,watch support your number town talk thank check that protect
1530,1530,it was a singular honor to speak at the dr king commemorative service ebenezer baptist church on monday httptcowymrwwanumberzt,3,0.5499781370162964,number that today obamacare obama join right school president your
1531,1531,opinion thompson and national pta president voice opposition to proposal to eradicate funding for school websites httptcopuynumberjtznnumberz,5,0.7749643325805664,time week today that staff state meet community visit year
1532,1532,blowout preventers shd be failsafe not destined to failnew chemsafetyboard rpt on bp oilspill says bops unsafe httptcompvjanumberjgro,0,0.10000000149011612,watch support your number town talk thank check that protect
1533,1533,heres your weekly from the front arnumberhttptconumberwushzomsw,6,0.5499559640884399,your care american today access best read health that give
1534,1534,rt jackietortora rt keithellison itûªs time to standupnumbershutdown amp put furloughed workers back to work join tomorrow outside the us caû,4,0.6656926274299622,work today they that number great would congress back must
1535,1535,today i visited the tropicana amp packers of indian river facilities in flnumber to discuss localjobcreation httptcoyignumbersbii,8,0.5498886108398438,today help president great good obama live health work research
1536,1536,as people work hard to find jobs they should have a safety net there to support them itûªs time to act renewui,4,0.7340843677520752,work today they that number great would congress back must
1537,1537,psychgallica sequester could lead to furloughs at ri arsenal amp other job losses thats why i have always opposed it askdems,9,0.6999490857124329,great forward number make today read your state take that
1538,1538,have you signed up for my weekly ohnumber enewsletter please click here to add yourself to my mailing list httpt,4,0.5499597787857056,work today they that number great would congress back must
1539,1539,stopped by ksatnews in sa today to talk about the doubling of student loan rates amp comprehensive immigration reform httptcogxwnumberumxvud,9,0.5105852484703064,great forward number make today read your state take that
1540,1540,obamacareûªs definition of fulltime employment as working hours a week is hurting our economy and our workers,5,0.49947452545166016,time week today that staff state meet community visit year
1541,1541,now sen collins at senateapprops hearing on presidents supplemental request for unaccompanied children httptconumberxnumberipczic,6,0.5499711632728577,your care american today access best read health that give
1542,1542,early coverage of weekly gop address httptcorbuznumberoynumberpk repfitzpatrick celebrates spirit amp ingenuity of americaûªs workers,7,0.6612107753753662,number that last health help your america today first would
1543,1543,botanical gardens httptcoqrirxqyufb,0,0.10000000149011612,watch support your number town talk thank check that protect
1544,1544,part of the great turnout to meet caroleking yesterday at our des moines canvass kickoff thanks cece ibson httptcokqnumbernnumbernkhw,5,0.7749621868133545,time week today that staff state meet community visit year
1545,1545,rt prettygirlceo åçofficialcbc watch rep yvetteclarke speaking now httptcirnowåè,0,0.5499772429466248,watch support your number town talk thank check that protect
1546,1546,voted to defund obamacare today senatemustact,1,0.6999186873435974,great that time obamacare number today health student american find
1547,1547,great night for springfield residents with the preopening of the new springfield town center congrats to sup jeff mckay for his hard work,8,0.8713942170143127,today help president great good obama live health work research
1548,1548,push to get more local say in federal infrastructure funding via hoinumbernews httpt,5,0.6999766230583191,time week today that staff state meet community visit year
1549,1549,new federal investment will support highway safety amp distracted driving prevention initiatives in wv httptcobeaeywozpnumber number,7,0.7749612331390381,number that last health help your america today first would
