,headline_text,clean,sensational_score
6191.0,Says Texas public school funding grew three times the rate of enrollment from 2002 to 2012.,say text public school fund grew three time rate enroll,0.06937695707760472
6192.0,Says Indiana Gov. Mike Pence denies that theres such a thing as evolution.,say indiana gov mike penny deny there thing evolve,0.0502234435252491
6193.0,Insurance companies have seen their profits soar by more than 400 percent since 2001.,insur company seen profit soar percent sinc,0.03038124797872499
6194.0,"Since the stimulus package was passed, Ohios lost over 100,000 more jobs.",sinc stimulus packag pass ohio lost job,0.03577960354217791
6195.0,"When Jim Doyle was governor and Mary Burke was commerce secretary, Wisconsin saw billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.",jim doll governor mari bulk commerce secretary wisconsin saw billion middle class tax hike nurse home bed gas phone garbage,0.06335265062867723
6196.0,Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office.,barrio smitherman doesn enough legal experi appli job attorney general offic,0.08372419943667542
6197.0,"Says Russ Feingold got paid $8,000 a lecture at Stanford University.",say rus feingold got paid lecture stanford univers,0.0
6198.0,Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.,say consi mack wrote letter depart transport order get million stimulus congressional district,0.08929998062123778
6199.0,Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.,say text rank first among state amount carbon dioxin emit toxic chemin releas water,0.05954830416985912
6200.0,The first round of stimulus ... it created zero jobs.,first round stimulus creat zero job,0.10001202145141708
6201.0,The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support.,sent financ committe approv reform propos democrat republican support,0.0389541726735374
6202.0,Say Apples Tim Cook will not do business with Indiana.,say appl tim cook busi indiana,0.07913741911423089
6203.0,Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes.,lindsay parkhurst want take away program like social secur medical senior earn throughout lifetime,0.03552230450685612
6204.0,"By eliminating the public intervenors office, I was the first one to fire Kathleen Falk.",elimi public intervenor offic first one fire kathleen fall,0.0
6205.0,Says Rick Santorum voted to let convicted felons vote.,say rick santorum vote let convict felon vote,0.008329350503099242
6206.0,The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent.,cost famili individu market type coverage current receiv would go percent percent,0.06558169576743533
6207.0,Says he voted no on the Wall Street bailouts.,say vote wall street bailout,0.04217927079503103
6208.0,Seniors enrolled in Medicare Advantage are going to see an average premium increase between $50 and $90 per month.,senior enroll medical advantage go see averag premium increas per month,0.09127754999614335
6209.0,Says Republicans want to cut education by 25 percent.,say republican want cut educ percent,0.02468172645589417
6210.0,Says a bill requiring ultrasounds before abortions was supported by Republicans and Democrats.,say bill requir ultrasound abort support republican democrat,0.05848474316422725
6211.0,80 percent of the American people havent gotten a pay raise since the crash.,percent american peopl havent gotten pay rais sinc crash,0.05464667283906233
6212.0,Assault rifles already are banned.,assault rifle already ban,0.06043704922317705
6213.0,"(Since 1990)every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world.",sinc every contin seen substantia gain individu incom grow third every region develop world,0.03197773774543766
6214.0,Colorado saw increased incidents of emergency room visits by young people and increased incidents of driving while under the influence of marijuana following the legalization of recreational pot.,colorado saw increas inci emerg room visit young peopl increas inci drive influence marijuana follow legal retreat pot,0.02046620997087245
6215.0,On opposing legislation that would take away existing health care plans.,oppos legis would take away exist health care plan,0.08331604668017967
6216.0,GDP was zero essentially for the last two quarters.,gdp zero essential last two quarter,0.06403477995974804
6217.0,Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law.,say quot top redesign websit depart justic come socialist want impos global common law,0.057858493590819626
6218.0,"As a sign of extraordinary progress, there are half as many (primary-age) children out of school today as there were 15 years ago.",sign extraordinary progress half mani primary age child school today year ago,0.03383982726507728
6219.0,"Hillary stood up for universal health care when almost no one else would, and kept standing till 6-million kids had coverage.",hillary stood univers health care almost one els would kept stand till million kid coverage,0.040926628319765346
6220.0,"Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.",say job gain mansion state sinc mr christi took offic lag gain nation whole new york connecticut obvious point comparison,0.06034529334858674
6221.0,"When Congressman Langevin took office, gas was around $1.70 per gallon, and now it is near $4 per gallon.",congressman langevin took offic gas around per gallon near per gallon,0.06222084293088004
6222.0,Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.,plan parenthood organ funnel million dollar polit contribut pro abort candid,0.06693976896936094
6223.0,More people have watched Morning Joe than CNN and HLN 5 years in a row.,peopl watch morn joe cnn mln year row,0.0
6224.0,The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.,obama administr white hous council econom advis estim million american lose job health care bill pass,0.047918654231391855
6225.0,"Says Wisconsin state Sen. Randy Hopper, R-Fond du Lac, has already been recalled.",say wisconsin state sen rand hopper r fond du lac already recal,0.03393667164639447
6226.0,Georgia lawmakers are now considering passing the most extreme gun bill in America.,georgia lawman consid pass extrem gun bill america,0.05971358775331714
6227.0,"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",congress right best job ever done woman feder legislature still percent,0.05534264697761704
6228.0,Most state employees did not receive any pay raise from 2009 to 2012.,state employe receiv pay rais,0.012239514395130935
6229.0,A simple review of the Backrooms health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.,simply review backroom health code record reveal restau already long stand problem rodent infest,0.04563882881368042
6230.0,Says $38 billion in spending cuts in federal budget compromise is less than $1 billion in real cuts.,say billion spend cut feder budget compromis le billion real cut,0.024734731730707393
6231.0,Eighty-five percent of governments running right now. Only 15 percent of government spending is shut down.,eight five percent govern run right percent govern spend shut,0.018364099696217773
6232.0,The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations.,epa tri define puddle drainage ditch farm navi water thus subject massive environment regul,0.061028417357916975
6233.0,Says public education will get more money in 2012-13 though lawmakers cut $15 billion in overall spending.,say public educ get money though lawman cut billion overal spend,0.027385787116390947
6234.0,We have completely turned our economy around.,complet turn economi around,0.05894080353340991
6235.0,"Theres only three countries in the entire world wheretheres no paid vacation by law, we happen to be one of them.",there three country entire world wherethe paid vacant law happen one,0.0343472324802081
6236.0,"An organized crime syndicate was extorting money from his (Tom Ganleys) business, threatening his family, but he fought back and won the FBIs highest civilian award",organ crime syndie extort money tom galley busi threaten famili fought back fbi highest civilian award,0.1090681911637108
6237.0,Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care.,attack plan parenthood come time poverty rate among woman highest near two dead woman dont access health care,0.08532512095348499
6238.0,"I am the only candidate who ran in either primary who said, I will not raise taxes on the middle class.",candid ran either primary said rais tax middle class,0.039521131897575335
6239.0,"By releasing only basic tax information, former U.S. Congressman Nathan Deal is hiding more than hes disclosed about his business dealing with the state.",releas basic tax inform former u congressman nathan deal hide he disclose busi deal state,0.07684040025028316
6240.0,"22 times Barack Obama said he did not have the authority to implement this type of anti-deportation measure. And then the day after he signed this into law, he said, quote, I just changed the law.",time barack obama said author implement type anti deport measure day sign law said quot chang law,0.06174888445421867
6241.0,"A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.",claus hidden obamacare bill law give obama right form privat army,0.038354018317208194
6242.0,"Since 2009, Georgias public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.",sinc georgia public school lost near classroom teacher number student gone,0.024918564581651648
6243.0,The Republicans have never done anything really to balance the budget.,republican never done anoth really balance budget,0.08390705964886946
6244.0,On privatization of Social Security.,privat social secur,0.017050256736424352
6245.0,Romney signed government-mandated health care with taxpayer-funded abortions.,romney sign govern mandat health care taxpayer fund abort,0.08572513010374483
6246.0,The number of people who believeinsocialism ...is increasing.,number peopl believeinsoci increas,0.0
6247.0,The Obama administration even proposed banning farm kids from doing basic chores!,obama administr even propos ban farm kid basic chore,0.03924258338440845
6248.0,Says U.S. Senate candidate Tommy Thompson supports a plan for privatizing Social Security.,say u sent candid tommy thompson support plan privat social secur,0.04950779947494133
6249.0,"After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System.",year percent averag tuition increas two year tuition free first time histori uw system,0.08604194983007996
6250.0,Make no mistake -- Sherrod Brown is one of the main D.C. politicians responsible for Ohio jobs moving to China.,make mistake sheared brown one main c politician respons ohio job move china,0.036032878949297964
6251.0,The Iranians continue in the view of every objective observer continue to pursue the acquisition of nuclear weapons.,iranian continu view every object observe continu pursue acquit nuclear weapon,0.0
6252.0,Were already bombing seven countries.,already bomb seven country,0.013083801449565668
6253.0,"Ohio Republicans made significant gains during [Chris McNultys] time at the ORP, including the extremely successful re-election of President Bush in Ohio.",ohio republican made significa gain chris multi time or includ extrem success elect presid bush ohio,0.07847564409967478
6254.0,Says the federal government tells health insurance companies how much money theyre allowed to keep of what they receive in revenues -- 15 percent.,say feder govern tell health insur company much money theyr allow keep receiv revenu percent,0.08880143534248552
6255.0,Says 67 percent of marriages now wind up in divorce.,say percent marriage wind divorce,0.009429244994144437
6256.0,"Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent.",sinc higher educ state cut allow erode percent,0.04378011474294685
6257.0,Says Hillary Clinton helped get done the Childrens Health Insurance Program.,say hillary clinton help get done children health insur program,0.05607295150265146
6258.0,Russ Feingold has not worked anywhere outside of politics.,rus feingold work anywhere outside polit,0.0336197752189733
6259.0,Its taken more time to complete the Towpath Trail than it did to build the (Ohio Erie) Canal.,taken time complet towpath trail build ohio eri canal,0.03285670649166195
6260.0,"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",number vaccine administ child increas unit state autism rate,0.011370840324845921
6261.0,"Scott Walker has even removed the 250,000 jobs promise from his website.",scott walker even remov job promis websit,0.04651005839200906
6262.0,"The Obama Administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the President, and no longer to the Constitution.",obama administr want soldier offic pledge loyalty oath direct offic presid longer constitute,0.02994755453039155
6263.0,"After Texas defunded Planned Parenthood, both the unintended pregnancy and abortion rates dropped.",text defund plan parenthood intend pregnant abort rate drop,0.0705477135910475
6264.0,Only one out of five of the so-called Syrian refugees who went into Europe were actually Syrian.,one five call syrian refuge went euro actual syrian,0.058984428828010804
6265.0,"Says Rep. Maxine Waters, D-Calif., only needs about 40,000 to 50,000 votes to win election to Congress compared with the 120,000 votes King needs, because Waters has a higher immigrant population.",say rep main water calif need vote win elect congress compar vote king need water higher immigra popul,0.05554937000804705
6266.0,The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws.,new york time retract story hillary clinton email hand broken certain law,0.04115988781136182
6267.0,"Says Judge Gonzalo Curiel is a member of a club or society, very strongly pro-Mexican.",say judg gonzo curies member club society strong pro mexican,0.031600453188112776
6268.0,We expanded charter schools.,expand charter school,0.04122554217178931
6269.0,Very few men outlive their own fertility.,men outlive fertile,0.029409174484288925
6270.0,Our economy is so much stronger than when (Barack Obama and Joe Biden) took office. Nearly 15 million new private-sector jobs.,economi much stronger barack obama joe biden took offic near million new privat sector job,0.03305765227502522
6271.0,Women own just 1 percent of the worlds land.,woman percent world land,0.048588481641630876
6272.0,Senator Clinton tried to spend $1 million on the Woodstock Concert Museum.,sent clinton tri spend million woodstock concert museum,0.05772484447027315
6273.0,Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,obama ad contend john mccain vendors rush limbaugh comment immigra,0.037403592323893786
6274.0,Obamacare will question your sex life.,obamacare question sex life,0.0
6275.0,Ive taken on the federal government and won.,ive taken feder govern,0.012186836450945426
6276.0,"The Democrats' health care bill ""gives a new Health Choices Commissioner the right to look at an individual's tax return to determine what medical benefits or subsidies that person qualifies for.""",democrat health care bill give new health choice commission right look individu tax return determin medic benefit subsidy person qualifi,0.07441660880105516
6277.0,Says restoring Georgia pre-k to a 180-day program was a real result of his leadership.,say restor georgia pre k day program real result leadership,0.02195493191505027
6278.0,Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.,say hillary clinton health care plan broader proves favor torpor right back provid contracept coverage one creat hobby lobby supreme court decis,0.08327735641492717
6279.0,The fact is voter fraud is rampant.,fact voter fraud rampant,0.01810786112104268
6280.0,Wisconsins non-discrimination law doesnt protect members of the trans-gender community.,wisconsin non discrimin law doesn protect member tran gender community,0.033003200385633535
6281.0,"In 2008, Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire.",magi hassan vote legis prevent sanctuary citi new hampshire,0.04311698898634242
6282.0,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, which now supports nearly 4,000 jobs in Wisconsin.",mayor barrett led effort redevelop monotone valley support near job wisconsin,0.04475685304331056
6283.0,When is a farm bill not a farm bill? When 90 percent of it is for food stamps.,farm bill farm bill percent food stamp,0.01441354349649726
6284.0,"Says most states, but not Texas, permit jurors to ask questions of witnesses in trials.",say state text permit juror ask question wit trial,0.08183241411737152
6285.0,President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.,presid obama actual increas bush era defens spend billion new fiscal year,0.07205416932090514
6286.0,Says 56 percentof (the U.S.-Mexico) border is not under our control.,say percentof u mexico border control,0.032624541749939784
6287.0,"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes (were) passed out to excuse striking union members.",protest wisconsin propos collect bargain chang phone sick note pass excuse strike union member,0.05387523932058724
6288.0,"Since Rep. John Boccieris election, Ohio has lost 600,000 jobs and his districts unemployment has doubled.",sinc rep john boccie elect ohio lost job district unemploy doubl,0.03509356754182125
6289.0,I sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote.,sponsor amend expand hour early vote peopl irregular work schedule could vote,0.05565162787541389
6290.0,"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.",end first term presid obama ad much debt prior presid combin,0.07967646780536897
6291.0,"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",obama plan tax increas everyon earn year,0.0434424160656125
6292.0,"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.",half kid come college year cant find job job that consist college degre,0.029900880574637356
6293.0,Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.,charlie crist rais tax wont rule rais tax,0.04743556236339641
6294.0,The payday loan industry does not exist in a state like Minnesota.,payday loan industry exist state like minnesota,0.042568531363548434
6295.0,Heres the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats.,here simply under fact overwhelm major violent crimini democrat,0.08384835490574771
6296.0,"Says Rep. Charlie Bass, R-NH voted to raise his own pay eight times",say rep charlie bass r nh vote rais pay eight time,0.03118443841384022
6297.0,"Says Bruce Springsteen only had 8,000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted.",say bruce springsteen ticket sold greensboro show cancel didn get ticket sale want,0.01968935470564659
6298.0,"In January, I outlined a plan to help revive our faltering economy, which formed the basis for a bipartisan stimulus package that passed the Congress.",januari outline plan help revive falter economi form basi bipartisan stimulus packag pass congress,0.08722338365245408
6299.0,"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union.""",state legislature attempt outlaw stem cell research pass bill microchip brain talk seed union,0.01448202403504495
6300.0,"TheCBO saysthe cost of health care reform will rise to $1.8 trillion, increasing the price to far greater than the $900 billion originallyprojected.",thermo sayeth cost health care reform rise trillion increas price far greater billion originallyproject,0.04698071726879949
6301.0,"Hillary Clinton ""has the only health care plan that covers every American.""",hillary clinton health care plan cover every american,0.06305277063566306
6302.0,Says the national heath care reform is a government takeover of health care.,say nation heath care reform govern take health care,0.030723365621930343
6303.0,"In 40 years of broadcast, I have never endorsed any candidate.",year broadcast never vendors candid,0.02489328143619607
6304.0,There was serious voter fraud in Virginia.,serious voter fraud virginia,0.028599758852083323
6305.0,"In New York, your chances of getting murdered are 1 in 25,000. In Honduras, its 1 in 14.",new york chanc get murder honda,0.0647992822304635
6306.0,"Georgia spends in the top 10 nationally on education, yet, most of our education metrics hover in the bottom five.",georgia spend top nation educ yet educ metric hover bottom five,0.0924885349697312
6307.0,"Thanks to Washington, nearly everyone will pay more in taxes in 2013. Somehow people think its just the wealthy. Its not.",thank washington near everyon pay tax somehow peopl think wealth,0.052106951018966896
6308.0,"The 9/11 terroristsfriends, family, girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.",terroristsfriend famili girlfriend unit statesmen sent back part saudi arabia knew go went home want watch boyfriend televise,0.07435792294343813
6309.0,The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.,koch brother alon gave twice much money scott walker total amount money rais tom barrett,0.09312061994539644
6310.0,Mitt Romneys platform ...wont protect the mortgage interest (tax) deduction for middle-class families.,mitt romney platform wont protect mortgage interest tax deduct middle class famili,0.06952618289297552
6311.0,"Just 9 percent of Muslims in Pakistan viewISIS favorably. Unfortunately, that 9 percent is 16 million people. And thats just one country.",percent muslim pakistan views favor unfortun percent million peopl that one country,0.02532744834907752
6312.0,New energy standards will take away our freedom of choice and selection in the light bulbs we have in our homes.,new energy standard take away freedom choice select light bulb home,0.04859298437409265
6313.0,"Says David Rivera received a $5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading.",say david rivera receiv campaign contribut congressman spencer baches current hous ethic investig inside trade,0.04473588485802249
6314.0,Georgia has more illegal aliens than the state of Arizona.,georgia iller alien state arizona,0.044002278236329295
6315.0,"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.",dane county execut kathleen fall rais property tax million dollar every year approv second highest increas state,0.05439465999544846
6316.0,"More people were killed by terrorists in 2015 than in any other year ever, after an 80 percentincrease from 2014.",peopl kill terrorist year ever percentincreas,0.04087998690379124
6317.0,"The financial penalties imposed on gay couples can cost us more than $300,000 compared with married heterosexual couples over a lifetime.",financi penalty impos gay coupl cost u compar marri heterosexual coupl lifetime,0.036992747225904954
6318.0,Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas.,forth percent iller immigra peopl come legal visa overstay visa,0.03015774746608635
6319.0,Nearly 46 million Americans don't have health insurance coverage today.,near million american health insur coverage today,0.06001137363690112
6320.0,Says Tommy Thompson pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues.,say tommy thompson push strict law abort provid face potenti life imprison woman forc cross state line order receiv attent life threaten issu,0.07661434329155681
6321.0,"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.",governor christi idea jumpstart economi propos trick incom tax cut last year budget address year state support,0.08028714988568642
6322.0,"In fact, oil spills from tankers are far more common than the very rare leaks from rigs or pipelines.",fact oil spill tanker far common rare leak rig pipeline,0.06608777096536356
6323.0,Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.,you got medic report meet standard mitt romney barack obama,0.014583953246629866
6324.0,"In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.",short time unit state sent sent new york sent clinton got million worth pork barrel project,0.11493023170156957
6325.0,"For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed.",sever day juli greenland surface ice cover melt time year satellite observe month estim ice sheet thaw,0.032443086237097685
6326.0,More than 40 percent of sales nationally are made without background checks.,percent sale nation made without background check,0.05329917931730854
6327.0,On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.,job creation number latest start ny report significa number overcount compel ive look,0.02535781489049782
6328.0,"The omnibus spending bill has 9,427 pork barrel items.",omnibus spend bill pork barrel item,0.014193614024735846
6329.0,"In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.",first budget milwaukee mayor tom barrett broke pledge keep lid property tax continu increas tax fee ever sinc,0.0863092033950239
6330.0,SayPresident George W. Bush borrowed $1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back.,saypresid george w bush borrow trillion social secur surplus revenu pay tax cut rich war iraq never paid back,0.08808996601088492
6331.0,The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed.,bengali victim left helpless die hillary clinton sound slept bed,0.06277607367051463
6332.0,CEOs now earn 431 times what their workers earn.,ceo earn time worker earn,0.04493332260809124
6333.0,"When the auto industry was going under, car parts companies like Johnson Controls begged taxpayers for a bailout, and they got one.",auto industry go car part company like johnson control beg taxpayer bailout got one,0.08457692087994872
6334.0,We cut taxes 24 times.,cut tax time,0.054825940005901574
6335.0,Almost 1 million children ... have no health insurance in this state.,almost million child health insur state,0.07145792490360492
6336.0,"When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One.",presid obama land cuba air forc one leader nobody greet perhaps inci without priced long prestige histori air forc one,0.04223859588690271
6337.0,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,say presid franklin demand roosevelt sent advis study social soviet dictat jose stalin presid could replica unit state,0.02218312519608312
6338.0,Says his budget plan would cut our deficits by $4 trillion.,say budget plan would cut deficit trillion,0.08544847326926774
6339.0,"Says I never billed a single hour of my time to the City of Portland in the last 10 years -- so, no revolving door.",say never bill singl hour time citi portland last year revolt door,0.045260284461444256
6340.0,This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,first time sinc depress unemploy stay percent two connect year,0.04738761123844082
6341.0,Red light camera installed to promote public safety.,red light camera instal promot public safety,0.018429891019812628
6342.0,"Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.",minimum wage year ceo goldman sach lloyd blackfin hour,0.01614120370363681
6343.0,"Obamas stimulus, passed in his first month in office, will cost more than the entire Iraq War.",obama stimulus pass first month offic cost entire iraq war,0.03799020354650351
6344.0,"Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail, so they could rape and kill again.",panic hahn hire hard core gang member taxpayer money gang intervene specialist even help get jail could rape kill,0.04566038722009136
6345.0,"According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.",accord wikipedia five country entire planet unique unit state distribut wealth,0.040461662832344536
6346.0,Michelle Nunns foundation directed grants to an Islamic group tied to radical terrorists.,michelle nuns founda direct grant islam group tie radio terrorist,0.041051185564711434
6347.0,"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president.",first ladi clinton would travel place small poor danger presid,0.04269002069365668
6348.0,Marijuana is less addictive than both alcohol and tobacco.,marijuana le addict alcohol tobacco,0.04138607978791131
6349.0,70 percent of Americans believe that we are on the wrong path.,percent american believ wrong path,0.1037382141695361
6350.0,Says Lincoln Chafee settled a union strike by giving the teachers a 19-percent-raise.,say lincoln chafe settle union strike give teacher percent rais,0.055607560104852016
6351.0,Pam Bondi refuses to take a position on the gay-adoption ban.,pam bond refus take posit gay adopt ban,0.06505095131489047
6352.0,"Under Obamacare, people who have a doctor theyve been seeing for the last 15 or 20 years, they wont be able to keep going to that doctor.",obamacare peopl doctor they see last year wont abl keep go doctor,0.08430909812738552
6353.0,Says Rick Perrys proposal on driver licenses and high school dropouts has been state law since 1989.,say rick peri propos driver licens high school dropout state law sinc,0.02678490648799481
6354.0,"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.",say donald trump promis repeal obamacare build wall ban muslim,0.060230844786414495
6355.0,A statewide poll showing 76 percent support and other surveys are a strong indicator of broad public support in Milwaukee County for a $10.10 minimum wage,statewide poll show percent support survey strong indic broad public support milwaukee county minimum wage,0.005206542397630076
6356.0,HIV/AIDS is dramatically on the rise in the U.S. South.,hiv aid drama rise u south,0.02889991004799264
6357.0,"Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager...",governor peri democrat work al gore campaign manag,0.08506738877107467
6358.0,"Our debt to GDP ratios, our deficit to GDP ratios are quickly approaching the countries we have been reading about for the last year and a half. We are not far behind Ireland, Greece, Portugal and Spain and all these countries we have been reading about.",debt gdp ratio deficit gdp ratio quick approach country read last year half far behind ireland green port spain country read,0.04026440529884723
6359.0,"By 12th grade, more than 3 out of 10 girls have been pregnant at least once.",th grade girl pregnant least,0.02534895952451166
6360.0,"The Iraq war has been ""our longest war.""",iraq war longest war,0.0
6361.0,"The United States is about to have the smallest Army since before WWII, the smallest Navy since WWI and the smallest Air Force ever.",unit state smallest army sinc wii smallest navi sinc www smallest air forc ever,0.031865992936681686
6362.0,[Federal] law says that you cant give in-state tuition to an illegal alien unless you first offer it to any other student regardless of their state of residence.,feder law say cant give state tuition iller alien unless first offer student regardless state resid,0.08255351784682641
6363.0,"The most realistic estimates for jobs created by Keystone XL are maybe 2,000 jobs during the construction of the pipeline.",realist estim job creat keystone xl mayb job construct pipeline,0.04768999824420361
6364.0,"When [Mitt Romney] was the governor of Massachusetts, he performed 100 and Im not sure this number is right, but my mind says its about 180 gay marriages.",mitt romney governor massachusetts perform im sure number right mind say gay marriage,0.028491083776302495
6365.0,Illegal immigration costs Georgia $2.4 billion a year,iller immigra cost georgia billion year,0.02498214146117106
6366.0,Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare.,say sen mark prior vote special subsidy lawman staff congress theyr protect obamacare,0.05645627415640353
6367.0,Tom Barrett voted for the largest tax increase in history ... raising taxes on gas and Social Security.,tom barrett vote largest tax increas histori rais tax gas social secur,0.0655304599201002
6368.0,California is home to the largest death row populationin the Western Hemisphere.,california home largest death row population western hemisphere,0.02120999740225038
6369.0,A private school tax break in the Wisconsin state budget is the most generous in the nation.,privat school tax break wisconsin state budget generous nation,0.0882665618032511
6370.0,"For every time the state gets paid a dollar in taxes (on gambling), somebody loses $6.",every time state get paid dollar tax gamble somebody lose,0.064025942675358
6371.0,Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects.,give money politician paid paul workman workman gave thousand politician got million govern construct project,0.03166455255293532
6372.0,"For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.",dead elect governor tri fail get minnesota top highest tax state country actual,0.097897061925172
6373.0,"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges.",u african american continu arrest near three one half time rate white marijuana charg,0.07262474691754917
6374.0,"Harris County, Texas has some of the highest jailing and incarceration rates in the U.S. and the world.",harry county text highest jail scarcer rate u world,0.038364019396967985
6375.0,Repealing the health care law would save $95 billion in 2016.,repeal health care law would save billion,0.029266058609602297
6376.0,A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,major drunk drive death injury caus drunk drive offend prior convict,0.009848618959357514
6377.0,Fifty percent of Americans will go hungry at some time in their lives.,fifth percent american go hungry time life,0.07347494960800816
6378.0,"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded.""",three year ago john mccain said afghanistan read anymore paper succeed,0.03217780408025339
6379.0,Poverty levels (are) at an all-time high.,poverty level time high,0.015940576201097012
6380.0,"On ISIS, (Michael Bennet) chose the (Washington) insiders over our generals.",isi michael bonnet chose washington inside general,0.0
6381.0,"You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years...",know sen mccain said day might troop iraq year,0.045639241765949135
6382.0,Says the state budget includes spending on commercials for Fortune 500 companies.,say state budget includ spend commerce fortune company,0.0207751390765345
6383.0,"Says high-speed rail would have created 60,000 jobs.",say high speed rail would creat job,0.053463188181321675
6384.0,Says IBM leader told Obama that using IBM technology to cut fraud could pay for health care reform.,say ibm leader told obama use ibm technolog cut fraud could pay health care reform,0.057727213946796474
6385.0,"Since President Obama took office, 2 million jobs. Gone.",sinc presid obama took offic million job gone,0.026346031096273315
